SID,Name,ISO_TIME,BASIN,SUBBASIN,NATURE
1875246N12333,NOT_NAMED,1875-09-08 00:00:00,NA,NA,TS
1875267N23267,NOT_NAMED,1875-09-24 00:00:00,NA,GM,TS
1875280N24292,NOT_NAMED,1875-10-07 00:00:00,NA,NA,TS
1875285N27285,NOT_NAMED,1875-10-12 00:00:00,NA,NA,TS
1876253N39299,NOT_NAMED,1876-09-09 00:00:00,NA,NA,TS
1876254N15320,NOT_NAMED,1876-09-12 00:00:00,NA,NA,TS
1876260N19302,NOT_NAMED,1876-09-16 00:00:00,NA,NA,TS
1876273N14301,NOT_NAMED,1876-09-29 00:00:00,NA,NA,TS
1876285N11279,NOT_NAMED,1876-10-12 00:00:00,NA,CS,TS
1877213N23288,NOT_NAMED,1877-08-01 00:00:00,NA,NA,TS
1877257N22268,NOT_NAMED,1877-09-14 00:00:00,NA,GM,TS
1877259N26310,NOT_NAMED,1877-09-16 00:00:00,NA,NA,TS
1877260N17327,NOT_NAMED,1877-09-21 00:00:00,NA,NA,TS
1877267N21292,NOT_NAMED,1877-09-24 00:00:00,NA,NA,TS
1877286N27312,NOT_NAMED,1877-10-13 00:00:00,NA,NA,TS
1877297N25266,NOT_NAMED,1877-10-24 00:00:00,NA,GM,TS
1877332N23284,NOT_NAMED,1877-11-28 00:00:00,NA,NA,TS
1878182N25273,NOT_NAMED,1878-07-01 00:00:00,NA,GM,TS
1878220N15300,NOT_NAMED,1878-08-08 00:00:00,NA,CS,TS
1878229N32286,NOT_NAMED,1878-08-19 00:00:00,NA,NA,TS
1878237N25283,NOT_NAMED,1878-08-25 00:00:00,NA,NA,TS
1878244N09306,NOT_NAMED,1878-09-01 00:00:00,NA,NA,TS
1878253N14324,NOT_NAMED,1878-09-12 00:00:00,NA,NA,TS
1878267N15288,NOT_NAMED,1878-09-24 00:00:00,NA,CS,TS
1878282N11326,NOT_NAMED,1878-10-09 00:00:00,NA,NA,TS
1878282N24269,NOT_NAMED,1878-10-09 00:00:00,NA,GM,TS
1878283N18342,NOT_NAMED,1878-10-13 00:00:00,NA,NA,TS
1878287N19283,NOT_NAMED,1878-10-18 00:00:00,NA,CS,TS
1878329N15310,NOT_NAMED,1878-11-25 00:00:00,NA,NA,TS
1879220N31284,NOT_NAMED,1879-08-09 00:00:00,NA,NA,TS
1879225N13302,NOT_NAMED,1879-08-13 00:00:00,NA,NA,TS
1879231N17279,NOT_NAMED,1879-08-19 00:00:00,NA,CS,TS
1879241N24272,NOT_NAMED,1879-08-29 00:00:00,NA,GM,TS
1879276N15282,NOT_NAMED,1879-10-03 00:00:00,NA,CS,TS
1879282N14304,NOT_NAMED,1879-10-09 00:00:00,NA,NA,TS
1879297N20275,NOT_NAMED,1879-10-24 00:00:00,NA,CS,TS
1879322N22287,NOT_NAMED,1879-11-18 00:00:00,NA,NA,TS
1880173N27274,NOT_NAMED,1880-06-21 00:00:00,NA,GM,TS
1880217N16300,NOT_NAMED,1880-08-04 00:00:00,NA,NA,TS
1880228N14301,NOT_NAMED,1880-08-15 00:00:00,NA,NA,TS
1880230N15342,NOT_NAMED,1880-08-24 00:00:00,NA,NA,TS
1880235N13333,NOT_NAMED,1880-08-26 00:00:00,NA,NA,TS
1880248N22283,NOT_NAMED,1880-09-08 00:00:00,NA,NA,TS
1880250N24271,NOT_NAMED,1880-09-06 00:00:00,NA,GM,TS
1880271N23317,NOT_NAMED,1880-09-27 00:00:00,NA,NA,TS
1880279N18275,NOT_NAMED,1880-10-05 00:00:00,NA,CS,TS
1880284N24295,NOT_NAMED,1880-10-10 00:00:00,NA,NA,TS
1880295N27285,NOT_NAMED,1880-10-20 12:00:00,NA,NA,TS
1881213N23275,NOT_NAMED,1881-08-01 00:00:00,NA,GM,TS
1881223N16329,NOT_NAMED,1881-08-11 00:00:00,NA,NA,TS
1881224N26271,NOT_NAMED,1881-08-11 12:00:00,NA,GM,TS
1881228N20273,NOT_NAMED,1881-08-16 00:00:00,NA,CS,TS
1881233N17303,NOT_NAMED,1881-08-21 00:00:00,NA,NA,TS
1881247N13306,NOT_NAMED,1881-09-07 00:00:00,NA,NA,TS
1881261N35292,NOT_NAMED,1881-09-18 00:00:00,NA,NA,TS
1882236N38308,NOT_NAMED,1882-08-24 06:00:00,NA,NA,TS
1882244N19296,NOT_NAMED,1882-09-02 00:00:00,NA,NA,TS
1882255N19269,NOT_NAMED,1882-09-14 00:00:00,NA,GM,TS
1882264N29283,NOT_NAMED,1882-09-21 00:00:00,NA,NA,TS
1882267N30283,NOT_NAMED,1882-09-24 00:00:00,NA,NA,TS
1882278N11279,NOT_NAMED,1882-10-05 00:00:00,NA,CS,TS
1883230N19312,NOT_NAMED,1883-08-18 00:00:00,NA,NA,TS
1883233N12318,NOT_NAMED,1883-08-24 00:00:00,NA,NA,TS
1883247N14302,NOT_NAMED,1883-09-04 00:00:00,NA,NA,TS
1883295N28282,NOT_NAMED,1883-10-22 00:00:00,NA,NA,TS
1884245N39298,NOT_NAMED,1884-09-01 00:00:00,NA,NA,TS
1884247N15324,NOT_NAMED,1884-09-03 00:00:00,NA,NA,TS
1884253N27282,NOT_NAMED,1884-09-10 00:00:00,NA,NA,TS
1884280N12281,NOT_NAMED,1884-10-07 00:00:00,NA,CS,TS
1885212N12337,NOT_NAMED,1885-08-07 00:00:00,NA,NA,TS
1885233N21293,NOT_NAMED,1885-08-21 00:00:00,NA,NA,TS
1885241N25267,NOT_NAMED,1885-08-29 00:00:00,NA,GM,TS
1885260N22265,NOT_NAMED,1885-09-17 00:00:00,NA,GM,TS
1885261N14307,NOT_NAMED,1885-09-18 00:00:00,NA,NA,TS
1885264N20303,NOT_NAMED,1885-09-20 12:00:00,NA,NA,TS
1885264N28268,NOT_NAMED,1885-09-21 00:00:00,NA,GM,TS
1885269N24304,NOT_NAMED,1885-09-26 00:00:00,NA,NA,TS
1885283N23274,NOT_NAMED,1885-10-10 12:00:00,NA,GM,TS
1886158N18285,NOT_NAMED,1886-06-13 06:00:00,NA,GM,TS
1886168N19275,NOT_NAMED,1886-06-17 00:00:00,NA,CS,TS
1886178N17286,NOT_NAMED,1886-06-27 12:00:00,NA,CS,TS
1886195N19277,NOT_NAMED,1886-07-14 06:00:00,NA,CS,TS
1886224N11303,NOT_NAMED,1886-08-12 06:00:00,NA,NA,TS
1886225N13320,NOT_NAMED,1886-08-15 00:00:00,NA,NA,TS
1886226N15336,NOT_NAMED,1886-08-20 12:00:00,NA,NA,TS
1886259N21295,NOT_NAMED,1886-09-16 00:00:00,NA,NA,TS
1886263N18298,NOT_NAMED,1886-09-22 00:00:00,NA,NA,TS
1886277N14279,NOT_NAMED,1886-10-08 00:00:00,NA,CS,TS
1886283N29300,NOT_NAMED,1886-10-10 00:00:00,NA,NA,TS
1886294N14283,NOT_NAMED,1886-10-21 18:00:00,NA,CS,TS
1887135N29296,NOT_NAMED,1887-05-15 00:00:00,NA,NA,MX
1887137N16283,NOT_NAMED,1887-05-17 00:00:00,NA,CS,TS
1887162N20274,NOT_NAMED,1887-06-11 12:00:00,NA,CS,TS
1887201N12302,NOT_NAMED,1887-07-20 00:00:00,NA,NA,TS
1887211N10310,NOT_NAMED,1887-07-30 06:00:00,NA,NA,TS
1887226N14328,NOT_NAMED,1887-08-18 06:00:00,NA,NA,TS
1887226N16302,NOT_NAMED,1887-08-14 12:00:00,NA,NA,TS
1887241N12323,NOT_NAMED,1887-09-01 00:00:00,NA,NA,TS
1887255N13303,NOT_NAMED,1887-09-11 12:00:00,NA,NA,TS
1887255N14316,NOT_NAMED,1887-09-14 18:00:00,NA,NA,TS
1887280N18289,NOT_NAMED,1887-10-08 00:00:00,NA,NA,TS
1887280N20275,NOT_NAMED,1887-10-06 12:00:00,NA,CS,TS
1887282N19300,NOT_NAMED,1887-10-09 06:00:00,NA,NA,TS
1887283N28321,NOT_NAMED,1887-10-10 06:00:00,NA,NA,TS
1887289N14312,NOT_NAMED,1887-10-15 12:00:00,NA,NA,TS
1887303N27274,NOT_NAMED,1887-10-29 12:00:00,NA,GM,TS
1887332N22293,NOT_NAMED,1887-11-27 12:00:00,NA,NA,TS
1887339N19306,NOT_NAMED,1887-12-04 12:00:00,NA,NA,TS
1887341N13302,NOT_NAMED,1887-12-07 06:00:00,NA,NA,TS
1888168N28267,NOT_NAMED,1888-06-16 00:00:00,NA,GM,TS
1888187N26266,NOT_NAMED,1888-07-04 12:00:00,NA,GM,TS
1888228N23289,NOT_NAMED,1888-08-14 12:00:00,NA,NA,TS
1888239N13328,NOT_NAMED,1888-08-31 00:00:00,NA,NA,TS
1888250N24288,NOT_NAMED,1888-09-06 06:00:00,NA,NA,TS
1888268N24279,NOT_NAMED,1888-09-23 12:00:00,NA,NA,TS
1888283N22267,NOT_NAMED,1888-10-08 12:00:00,NA,GM,TS
1888306N12300,NOT_NAMED,1888-11-01 06:00:00,NA,CS,TS
1888322N23305,NOT_NAMED,1888-11-17 00:00:00,NA,NA,TS
1889136N19292,NOT_NAMED,1889-05-16 06:00:00,NA,NA,TS
1889166N20276,NOT_NAMED,1889-06-15 00:00:00,NA,CS,TS
1889231N17291,NOT_NAMED,1889-08-19 06:00:00,NA,CS,TS
1889244N12305,NOT_NAMED,1889-09-01 00:00:00,NA,NA,TS
1889245N16317,NOT_NAMED,1889-09-02 00:00:00,NA,NA,TS
1889255N15334,NOT_NAMED,1889-09-12 06:00:00,NA,NA,TS
1889255N16301,NOT_NAMED,1889-09-12 00:00:00,NA,NA,TS
1889273N11308,NOT_NAMED,1889-09-29 12:00:00,NA,NA,TS
1889278N20278,NOT_NAMED,1889-10-05 06:00:00,NA,CS,TS
1890148N21277,NOT_NAMED,1890-05-27 12:00:00,NA,CS,TS
1890231N14298,NOT_NAMED,1890-08-18 12:00:00,NA,CS,TS
1890237N13311,NOT_NAMED,1890-08-26 12:00:00,NA,NA,TS
1890303N12280,NOT_NAMED,1890-10-31 00:00:00,NA,CS,TS
1891184N22267,NOT_NAMED,1891-07-03 06:00:00,NA,GM,TS
1891229N11313,NOT_NAMED,1891-08-18 12:00:00,NA,NA,TS
1891229N13336,NOT_NAMED,1891-08-17 06:00:00,NA,NA,TS
1891240N13339,NOT_NAMED,1891-09-02 06:00:00,NA,NA,TS
1891259N20312,NOT_NAMED,1891-09-16 00:00:00,NA,NA,TS
1891266N14330,NOT_NAMED,1891-09-29 06:00:00,NA,NA,TS
1891278N15281,NOT_NAMED,1891-10-04 12:00:00,NA,CS,TS
1891281N18275,NOT_NAMED,1891-10-07 12:00:00,NA,CS,TS
1891286N13299,NOT_NAMED,1891-10-12 12:00:00,NA,CS,TS
1891307N24286,NOT_NAMED,1891-11-03 00:00:00,NA,NA,TS
1892161N21277,NOT_NAMED,1892-06-09 00:00:00,NA,CS,TS
1892227N16308,NOT_NAMED,1892-08-15 00:00:00,NA,NA,TS
1892247N12327,NOT_NAMED,1892-09-03 06:00:00,NA,NA,TS
1892253N22267,NOT_NAMED,1892-09-08 18:00:00,NA,GM,TS
1892256N15341,NOT_NAMED,1892-09-12 00:00:00,NA,NA,TS
1892269N20268,NOT_NAMED,1892-09-25 06:00:00,NA,GM,TS
1892279N11305,NOT_NAMED,1892-10-05 00:00:00,NA,NA,TS
1892287N26289,NOT_NAMED,1892-10-13 00:00:00,NA,NA,TS
1892295N23267,NOT_NAMED,1892-10-21 00:00:00,NA,GM,TS
1893163N20265,NOT_NAMED,1893-06-12 06:00:00,NA,GM,TS
1893185N14282,NOT_NAMED,1893-07-04 12:00:00,NA,CS,TS
1893225N12331,NOT_NAMED,1893-08-15 06:00:00,NA,NA,TS
1893226N10310,NOT_NAMED,1893-08-13 12:00:00,NA,NA,TS
1893228N18340,NOT_NAMED,1893-08-15 12:00:00,NA,NA,TS
1893228N32300,NOT_NAMED,1893-08-15 12:00:00,NA,NA,TS
1893232N12333,NOT_NAMED,1893-08-20 06:00:00,NA,NA,TS
1893247N18275,NOT_NAMED,1893-09-04 06:00:00,NA,CS,TS
1893268N12335,NOT_NAMED,1893-09-25 06:00:00,NA,NA,TS
1893271N16278,NOT_NAMED,1893-09-27 12:00:00,NA,CS,TS
1893294N18278,NOT_NAMED,1893-10-20 12:00:00,NA,CS,TS
1893309N27289,NOT_NAMED,1893-11-05 00:00:00,NA,NA,TS
1894157N19283,NOT_NAMED,1894-06-06 00:00:00,NA,CS,TS
1894216N18274,NOT_NAMED,1894-08-05 06:00:00,NA,GM,TS
1894242N13325,NOT_NAMED,1894-08-30 00:00:00,NA,NA,TS
1894261N13311,NOT_NAMED,1894-09-18 00:00:00,NA,NA,TS
1894270N12284,NOT_NAMED,1894-10-01 00:00:00,NA,CS,TS
1894284N11303,NOT_NAMED,1894-10-11 00:00:00,NA,NA,TS
1894294N21300,NOT_NAMED,1894-10-21 06:00:00,NA,NA,TS
1895226N27269,NOT_NAMED,1895-08-14 06:00:00,NA,GM,TS
1895234N13302,NOT_NAMED,1895-08-22 00:00:00,NA,NA,TS
1895271N19274,NOT_NAMED,1895-09-28 00:00:00,NA,CS,TS
1895275N17277,NOT_NAMED,1895-10-02 00:00:00,NA,CS,TS
1895285N12315,NOT_NAMED,1895-10-12 00:00:00,NA,NA,TS
1895286N19266,NOT_NAMED,1895-10-13 06:00:00,NA,GM,TS
1896187N21279,NOT_NAMED,1896-07-04 12:00:00,NA,CS,TS
1896243N14300,NOT_NAMED,1896-08-30 06:00:00,NA,CS,TS
1896260N16306,NOT_NAMED,1896-09-18 00:00:00,NA,NA,TS
1896266N17298,NOT_NAMED,1896-09-22 06:00:00,NA,CS,TS
1896281N23269,NOT_NAMED,1896-10-07 00:00:00,NA,GM,TS
1896300N09316,NOT_NAMED,1896-10-26 06:00:00,NA,NA,TS
1896332N11299,NOT_NAMED,1896-11-27 00:00:00,NA,CS,TS
1897243N13340,NOT_NAMED,1897-08-31 06:00:00,NA,NA,TS
1897253N24280,NOT_NAMED,1897-09-10 06:00:00,NA,NA,TS
1897262N21270,NOT_NAMED,1897-09-20 12:00:00,NA,GM,TS
1897268N20277,NOT_NAMED,1897-09-25 00:00:00,NA,CS,TS
1897283N12298,NOT_NAMED,1897-10-09 18:00:00,NA,CS,TS
1897296N25283,NOT_NAMED,1897-10-23 06:00:00,NA,NA,TS
1898214N27280,NOT_NAMED,1898-08-02 00:00:00,NA,NA,TS
1898242N27283,NOT_NAMED,1898-08-30 06:00:00,NA,NA,TS
1898246N41318,NOT_NAMED,1898-09-03 06:00:00,NA,NA,TS
1898249N11333,NOT_NAMED,1898-09-05 12:00:00,NA,NA,TS
1898255N13281,NOT_NAMED,1898-09-12 06:00:00,NA,CS,TS
1898264N11280,NOT_NAMED,1898-09-20 12:00:00,NA,CS,TS
1898268N16302,NOT_NAMED,1898-09-25 00:00:00,NA,NA,TS
1898269N20276,NOT_NAMED,1898-09-25 18:00:00,NA,CS,TS
1898275N11302,NOT_NAMED,1898-10-02 06:00:00,NA,NA,TS
1898294N19274,NOT_NAMED,1898-10-21 00:00:00,NA,CS,TS
1898300N18299,NOT_NAMED,1898-10-27 06:00:00,NA,CS,TS
1899178N28267,NOT_NAMED,1899-06-26 12:00:00,NA,GM,TS
1899210N17291,NOT_NAMED,1899-07-28 12:00:00,NA,CS,TS
1899215N12329,NOT_NAMED,1899-08-03 00:00:00,NA,NA,TS
